#     r         beta        Ep   
   4.50000     1.40000   106.84816
   4.60000     1.40000   107.91297
   4.70000     1.40000   107.57109
   4.80000     1.40000   107.82324
   4.90000     1.40000   107.72439
   5.00000     1.40000   107.81330
   0.10000     1.50000   107.31337
   0.20000     1.50000   107.21720
   0.30000     1.50000   106.12148
   0.40000     1.50000   105.71355
   0.50000     1.50000   105.07981
   0.60000     1.50000   103.90037
   0.70000     1.50000   102.61330
   0.80000     1.50000   101.25734
   0.90000     1.50000   100.25885
   1.00000     1.50000    98.79439
   1.10000     1.50000    97.83205
   1.20000     1.50000    96.22467
   1.30000     1.50000    94.89793
   1.40000     1.50000   107.98824
   1.50000     1.50000   107.85472
   1.60000     1.50000   107.51781
   1.70000     1.50000   107.68396
   1.80000     1.50000   107.25557
   1.90000     1.50000   107.73171
   2.00000     1.50000   107.65410
   2.10000     1.50000   107.68637
   2.20000     1.50000   107.41237
   2.30000     1.50000   107.64690
   2.40000     1.50000   107.98574
   2.50000     1.50000   108.00485
   2.60000     1.50000   107.53045
   2.70000     1.50000   107.67966
   2.80000     1.50000   107.72228
   2.90000     1.50000   108.14816
   3.00000     1.50000   107.61907
   3.10000     1.50000   107.85667
   3.20000     1.50000   108.03182
   3.30000     1.50000   107.27716
   3.40000     1.50000   108.19299
   3.50000     1.50000   107.68107
   3.60000     1.50000   107.67564
   3.70000     1.50000   107.86351
   3.80000     1.50000   107.50216
   3.90000     1.50000   107.75112
   4.00000     1.50000   107.77306
   4.10000     1.50000   107.49908
   4.20000     1.50000   107.73139
   4.30000     1.50000   107.99495
   4.40000     1.50000   107.72330
   4.50000     1.50000   107.95767
   4.60000     1.50000   107.58643
   4.70000     1.50000   107.77868
   4.80000     1.50000   107.91975
   4.90000     1.50000   107.80709
   5.00000     1.50000   107.74999
   0.10000     1.60000   107.70346
   0.20000     1.60000   107.26065
   0.30000     1.60000   106.39125
   0.40000     1.60000   105.85665
   0.50000     1.60000   104.68383
   0.60000     1.60000   103.26373
   0.70000     1.60000   102.45014
   0.80000     1.60000   101.19546
   0.90000     1.60000    99.67264
   1.00000     1.60000    98.52302
   1.10000     1.60000    96.91104
   1.20000     1.60000    95.64636
   1.30000     1.60000   107.71088
   1.40000     1.60000   107.77469
   1.50000     1.60000   107.85020
   1.60000     1.60000   107.37835
   1.70000     1.60000   107.75726
   1.80000     1.60000   107.69049
   1.90000     1.60000   107.21910
   2.00000     1.60000   107.53881
   2.10000     1.60000   107.78040
   2.20000     1.60000   107.78139
   2.30000     1.60000   107.66560
   2.40000     1.60000   107.60877
   2.50000     1.60000   107.89789
   2.60000     1.60000   107.83599
   2.70000     1.60000   107.56478
   2.80000     1.60000   107.34467
   2.90000     1.60000   107.72037
   3.00000     1.60000   107.79532
   3.10000     1.60000   107.60435
   3.20000     1.60000   107.67943
   3.30000     1.60000   107.70200
   3.40000     1.60000   107.78818
   3.50000     1.60000   107.50587
   3.60000     1.60000   107.80354
   3.70000     1.60000   107.95295
   3.80000     1.60000   107.73285
   3.90000     1.60000   107.96095
   4.00000     1.60000   107.91185
   4.10000     1.60000   107.19689
   4.20000     1.60000   107.92255
   4.30000     1.60000   108.27702
   4.40000     1.60000   108.08200
   4.50000     1.60000   108.08823
   4.60000     1.60000   107.73322
   4.70000     1.60000   107.78835
   4.80000     1.60000   107.92034
   4.90000     1.60000   107.71761
   5.00000     1.60000   107.81948
   0.10000     1.70000   107.25593
   0.20000     1.70000   106.92758
   0.30000     1.70000   106.45417
   0.40000     1.70000   105.50425
   0.50000     1.70000   104.39382
   0.60000     1.70000   103.59446
   0.70000     1.70000   101.46782
   0.80000     1.70000   100.64427
   0.90000     1.70000    99.32436
   1.00000     1.70000    97.66545
   1.10000     1.70000    96.33757
   1.20000     1.70000    94.53430
   1.30000     1.70000   107.85583
   1.40000     1.70000   107.94229
   1.50000     1.70000   108.01146
   1.60000     1.70000   107.80601
   1.70000     1.70000   107.84761
   1.80000     1.70000   107.43556
   1.90000     1.70000   107.60041
   2.00000     1.70000   107.71065
   2.10000     1.70000   107.73720
   2.20000     1.70000   108.16785
   2.30000     1.70000   107.48005
   2.40000     1.70000   107.83119
   2.50000     1.70000   107.72339
   2.60000     1.70000   107.53965
   2.70000     1.70000   107.51714
   2.80000     1.70000   107.71220
   2.90000     1.70000   107.81912
   3.00000     1.70000   107.54128
   3.10000     1.70000   107.69869
   3.20000     1.70000   107.90032
   3.30000     1.70000   107.62577
   3.40000     1.70000   107.50705
   3.50000     1.70000   107.97438
   3.60000     1.70000   107.17526
   3.70000     1.70000   107.65779
   3.80000     1.70000   107.56931
