#     r         beta        Ep   
   2.50000     1.50000   186.17482
   2.60000     1.50000   186.21741
   2.70000     1.50000   186.57944
   2.80000     1.50000   186.27930
   2.90000     1.50000   186.16498
   3.00000     1.50000   186.04850
   3.10000     1.50000   185.96249
   3.20000     1.50000   186.43475
   3.30000     1.50000   186.31447
   3.40000     1.50000   186.04286
   3.50000     1.50000   186.28124
   3.60000     1.50000   186.32953
   3.70000     1.50000   186.20479
   3.80000     1.50000   186.22139
   3.90000     1.50000   186.08224
   4.00000     1.50000   186.67019
   4.10000     1.50000   185.95114
   4.20000     1.50000   186.27073
   4.30000     1.50000   186.98511
   4.40000     1.50000   186.22923
   4.50000     1.50000   186.23496
   4.60000     1.50000   186.38082
   4.70000     1.50000   186.94044
   4.80000     1.50000   185.94107
   4.90000     1.50000   186.17429
   5.00000     1.50000   186.78796
   0.10000     1.60000   185.34549
   0.20000     1.60000   183.66241
   0.30000     1.60000   182.68199
   0.40000     1.60000   180.37969
   0.50000     1.60000   178.85532
   0.60000     1.60000   176.71806
   0.70000     1.60000   174.19266
   0.80000     1.60000   172.86128
   0.90000     1.60000   171.17790
   1.00000     1.60000   187.04050
   1.10000     1.60000   185.62118
   1.20000     1.60000   185.86251
   1.30000     1.60000   186.28116
   1.40000     1.60000   186.18771
   1.50000     1.60000   186.28496
   1.60000     1.60000   185.84419
   1.70000     1.60000   185.45018
   1.80000     1.60000   186.46152
   1.90000     1.60000   186.36516
   2.00000     1.60000   186.68294
   2.10000     1.60000   186.09053
   2.20000     1.60000   186.83343
   2.30000     1.60000   186.10917
   2.40000     1.60000   186.58817
   2.50000     1.60000   186.08755
   2.60000     1.60000   186.45549
   2.70000     1.60000   185.87874
   2.80000     1.60000   185.76181
   2.90000     1.60000   185.83370
   3.00000     1.60000   186.32455
   3.10000     1.60000   186.04560
   3.20000     1.60000   186.36484
   3.30000     1.60000   186.04900
   3.40000     1.60000   186.20734
   3.50000     1.60000   185.81283
   3.60000     1.60000   185.59804
   3.70000     1.60000   186.69500
   3.80000     1.60000   186.30038
   3.90000     1.60000   186.48210
   4.00000     1.60000   186.38308
   4.10000     1.60000   185.56585
   4.20000     1.60000   185.80030
   4.30000     1.60000   186.63216
   4.40000     1.60000   185.35424
   4.50000     1.60000   186.12029
